Date,Close,High,Low,Open,Volume,asset,return,log_return,vol_7d,vol_30d,ma_7,ma_30,ma_ratio
2023-03-23,1.3310819864273071,11.796991348266602,1.104477047920227,11.796991348266602,2314949442,ARBITRUM,,,,,,,
2023-03-24,1.2724920511245728,1.5558719635009766,1.1860599517822266,1.325395941734314,2537709581,ARBITRUM,-0.04401677424843886,-0.045014912369651515,,,,,
2023-03-25,1.2247049808502195,1.3072320222854614,1.1929700374603271,1.272392988204956,1294894243,ARBITRUM,-0.037553924389642446,-0.038277239729564,,,,,
2023-03-26,1.2833149433135986,1.3418530225753784,1.2080919742584229,1.2241170406341553,1059587959,ARBITRUM,0.04785639266584085,0.046746546610389225,,,,,
2023-03-27,1.1627049446105957,1.3202749490737915,1.124495029449463,1.2825210094451904,1014240603,ARBITRUM,-0.09398316393914996,-0.09869739026319636,,,,,
2023-03-28,1.217756986618042,1.2204829454421997,1.12049400806427,1.16285502910614,696636270,ARBITRUM,0.04734824794770609,0.04626149162506911,,,,,
2023-03-29,1.2241610288619995,1.2718050479888916,1.201920986175537,1.2179559469223022,791191358,ARBITRUM,0.005258883598560082,0.005245103959441556,,,1.2451738459723336,,
2023-03-30,1.379040002822876,1.418584942817688,1.2244739532470703,1.2244739532470703,1860326377,ARBITRUM,0.12651846473568473,0.11913187199922234,0.07257061672353061,,1.2520249911717005,,
2023-03-31,1.3943849802017212,1.4347790479660034,1.3425860404968262,1.3785090446472168,1023537825,ARBITRUM,0.011127289525636908,0.01106583668832705,0.06913590455939075,,1.2694382667541504,,
2023-04-01,1.27143394947052,1.4011820554733276,1.2691789865493774,1.3936660289764404,708114802,ARBITRUM,-0.08817581405202335,-0.09230808605779692,0.07824042177387824,,1.2761138336999076,,
2023-04-02,1.199810028076172,1.297124981880188,1.1415400505065918,1.2941980361938477,1060389104,ARBITRUM,-0.05633318303650392,-0.05798212326937775,0.07901440411358342,,1.264184560094561,,
2023-04-03,1.1559460163116455,1.2243069410324097,1.113402009010315,1.2005590200424194,910113344,ARBITRUM,-0.03655913081078355,-0.037244163857671084,0.07041244424884115,,1.2632189989089966,,
2023-04-04,1.2350339889526367,1.2622369527816772,1.1512839794158936,1.155964970588684,741794294,ARBITRUM,0.06841839629617175,0.06617942065295256,0.0729880892907213,,1.265687142099653,,
2023-04-05,1.2437399625778198,1.2849509716033936,1.212959051132202,1.234910011291504,681537437,ARBITRUM,0.0070491773530589885,0.007024448048538109,0.07300432006236841,,1.2684841326304845,,
2023-04-06,1.2131710052490234,1.244223952293396,1.185613989830017,1.243623971939087,389645869,ARBITRUM,-0.024578254497377494,-0.02488534202130712,0.05179216152542174,,1.2447885615485055,,
2023-04-07,1.1975510120391846,1.2423399686813354,1.1856410503387451,1.2131810188293457,331234273,ARBITRUM,-0.012875343329387112,-0.012958948971859974,0.050295697952321604,,1.2166694232395716,,
2023-04-08,1.1630359888076782,1.2083109617233276,1.1572779417037964,1.197363018989563,238160037,ARBITRUM,-0.02882133861899905,-0.029244830313458113,0.04017913669378055,,1.2011840002877372,,
2023-04-09,1.1838949918746948,1.1935549974441528,1.1525100469589231,1.1627819538116455,250921874,ARBITRUM,0.01793495925126165,0.01777602537137928,0.0359378510312513,,1.198910423687526,,
2023-04-10,1.24275803565979,1.247944951057434,1.1660000085830688,1.1838459968566897,391761283,ARBITRUM,0.04971981821790261,0.0485232887688863,0.036498667023713995,,1.2113121407372611,,
2023-04-11,1.2176369428634644,1.2527389526367188,1.212962031364441,1.2428489923477173,329521306,ARBITRUM,-0.02021398540624897,-0.020421083615243675,0.028138301674116774,,1.2088268484388078,,
2023-04-12,1.200773000717163,1.2183400392532349,1.1661479473114014,1.2177749872207642,344433781,ARBITRUM,-0.013849729383738185,-0.013946531715725892,0.028130410515639186,,1.2026887110301427,,
2023-04-13,1.365628957748413,1.3718969821929932,1.1842269897460938,1.194301962852478,1053950856,ARBITRUM,0.13729152548632384,0.12864958074844474,0.05605658116565554,,1.2244684185300554,,
2023-04-14,1.688148021697998,1.7194960117340088,1.3664560317993164,1.3664560317993164,2927617181,ARBITRUM,0.2361688818325438,0.21201698548852785,0.09018272695602829,,1.2945537056241716,,
2023-04-15,1.6488920450210571,1.733044981956482,1.6247069835662842,1.6878670454025269,1552620817,ARBITRUM,-0.023253871208198884,-0.023528508411042464,0.08937787871258884,,1.3639617136546545,,
2023-04-16,1.698544979095459,1.7075320482254028,1.5978070497512815,1.6494669914245603,1105455426,ARBITRUM,0.030112907769997532,0.02966841542797194,0.08877722744759488,,1.4374831404004778,,
2023-04-17,1.6124279499053955,1.6988279819488523,1.598109006881714,1.6988279819488523,881877178,ARBITRUM,-0.05070047025538538,-0.052030903465185734,0.09709702350576546,,1.49029312814985,,
2023-04-18,1.673696994781494,1.801118016242981,1.5976279973983765,1.6127949953079224,1701258535,ARBITRUM,0.03799800473546311,0.03729386252167901,0.0937823907774171,,1.55544456413814,,
2023-04-19,1.4903759956359863,1.6865179538726809,1.4693859815597534,1.672816038131714,1454168810,ARBITRUM,-0.10953057794636278,-0.1160065147941016,0.11092208570589523,,1.5968164205551147,,
2023-04-20,1.440727949142456,1.5357270240783691,1.4115289449691772,1.4901599884033203,1189420145,ARBITRUM,-0.033312430312153585,-0.03387992809445913,0.1038259859293581,,1.6075448478971208,,
2023-04-21,1.4702839851379397,1.4950720071792605,1.4183980226516724,1.4405579566955566,1115630340,ARBITRUM,0.020514654423880563,0.020307063207657083,0.05450084852361541,,1.5764214141028268,1.3367717901865641,1.1792748961906327
2023-04-22,1.464298963546753,1.496495008468628,1.4336730241775513,1.4703749418258667,743368253,ARBITRUM,-0.004070656860637234,-0.004078964537073587,0.05477059752742963,0.06855369445750174,1.550050973892212,1.3412123560905456,1.1557088382412484
2023-04-23,1.3392419815063477,1.4638930559158323,1.316033959388733,1.4637750387191772,624706911,ARBITRUM,-0.08540399546380772,-0.08927283630457948,0.05632141005610941,0.07008568674311179,1.4987219742366247,1.3434373537699382,1.1155875411912053
2023-04-24,1.3383439779281616,1.3616570234298706,1.2937389612197876,1.3391979932785034,645855049,ARBITRUM,-0.0006705312337774716,-0.0006707561403887654,0.05691605800758204,0.06968106729460105,1.4595671210970198,1.3472253203392028,1.0833875366368053
2023-04-25,1.379554033279419,1.3810479640960691,1.3004330396652222,1.3382970094680786,636337759,ARBITRUM,0.03079182633978217,0.030327270330973752,0.05565932975642126,0.06938913984711119,1.4175466980252946,1.3504332900047302,1.0496976848225723
2023-04-26,1.3846579790115356,1.4946459531784058,1.341212034225464,1.3791769742965698,1232822646,ARBITRUM,0.0036997070132758214,0.003692879930905464,0.04022230452109871,0.06671093529637616,1.4024441242218018,1.3578317244847615,1.0328556174764356
2023-04-27,1.4229340553283691,1.448855996131897,1.382341980934143,1.3847429752349854,747265158,ARBITRUM,0.02764298252493913,0.02726781344902369,0.04093481599657676,0.06640334396548135,1.3999021393912179,1.364670960108439,1.02581661097264
2023-04-28,1.382446050643921,1.4391649961471558,1.369258999824524,1.4230040311813354,413908770,ARBITRUM,-0.028453886905605685,-0.028866545419372246,0.040732499123083674,0.06669379347604727,1.3873538630349296,1.3699471275011699,1.0127061367437662
2023-04-29,1.3659030199050903,1.3930859565734863,1.354599952697754,1.382539987564087,215575734,ARBITRUM,-0.011966492819828423,-0.012038667659369787,0.04068981471583932,0.06309165415716977,1.3732972996575492,1.369509228070577,1.0027660066170632
2023-04-30,1.3717069625854492,1.4198520183563232,1.3515479564666748,1.3667399883270264,327616504,ARBITRUM,0.004249161613803398,0.0042401594187715195,0.02078297465679573,0.06306148217735842,1.3779351540974207,1.3687532941500347,1.0067081920362337
2023-05-01,1.318910002708435,1.3832080364227295,1.298977017402649,1.3711609840393066,356398972,ARBITRUM,-0.03848997002792809,-0.03925028241949295,0.026404290074669875,0.06111315983047846,1.3751588719231742,1.370335829257965,1.0035196063346172
2023-05-02,1.3504010438919067,1.3561530113220217,1.311579942703247,1.3189749717712402,254784454,ARBITRUM,0.023876565587343856,0.023595977933005843,0.025118191968692243,0.060196048410753294,1.3709941591535295,1.3753555297851563,0.9968289140246464
2023-05-03,1.34404194355011,1.3596880435943604,1.3029110431671145,1.350013017654419,336691117,ARBITRUM,-0.004709045783517385,-0.004720168270884717,0.024942374490005213,0.05971971391624441,1.365191868373326,1.3816253940264385,0.9881056574928602
2023-05-04,1.3176790475845337,1.3603310585021973,1.3130680322647097,1.3439699411392212,283495042,ARBITRUM,-0.01961463784079709,-0.019809557917809445,0.021073507160910953,0.05873886559061395,1.3501554386956351,1.3843802293141683,0.9752778970012536
2023-05-05,1.357064962387085,1.3617839813232422,1.3048269748687744,1.3175510168075562,350364919,ARBITRUM,0.029890370401465027,0.0294523600733458,0.02412934209228247,0.058945286842939405,1.3465295689446586,1.3881577293078105,0.9700119377760413
2023-05-06,1.2435410022735596,1.364894986152649,1.2264020442962646,1.3571699857711792,470538106,ARBITRUM,-0.08365403518622727,-0.08736129477050966,0.040354954487000744,0.06102788080059443,1.3290492807115828,1.3891700625419616,0.9567217985389296
2023-05-07,1.226693034172058,1.2588059902191162,1.2264670133590698,1.2432940006256104,237878549,ARBITRUM,-0.013548381654242547,-0.013640998466948101,0.03961075325688879,0.061033319348716975,1.3083330052239555,1.3901414632797242,0.9411509833950567
2023-05-08,1.0929290056228638,1.2280529737472534,1.0581179857254028,1.2268229722976685,603038520,ARBITRUM,-0.10904441846731183,-0.11546070513033078,0.054683942329252666,0.06443206851667391,1.2760500056403024,1.3878045638402303,0.9194738502007163
2023-05-09,1.1033190488815308,1.111881971359253,1.0823800563812256,1.0931910276412964,300098145,ARBITRUM,0.009506604001918273,0.009461700603659699,0.052737126686988614,0.06436159249181096,1.2407525777816772,1.3851186990737916,0.8957734659212602
