Date,Close,High,Low,Open,Volume,asset,return,log_return,vol_7d,vol_30d,ma_7,ma_30,ma_ratio
2021-08-27,0.6867480278015137,0.6874769926071167,0.4981749951839447,0.5198929905891418,573566,TONCOIN,,,,,,,
2021-08-28,0.6405259966850281,0.6910650134086609,0.606473982334137,0.6867660284042358,250158,TONCOIN,-0.06730566269619465,-0.06967774456205073,,,,,
2021-08-29,0.5482010245323181,0.6480180025100708,0.5277090072631836,0.6407240033149719,188295,TONCOIN,-0.14413930524370233,-0.15564765585462859,,,,,
2021-08-30,0.8682680130004883,0.9159240126609802,0.5470499992370605,0.5482339859008789,763243,TONCOIN,0.5838496721913755,0.459858384968986,,,,,
2021-08-31,1.0345629453659058,1.132030010223389,0.7950929999351501,0.86940997838974,1802341,TONCOIN,0.19152488618203178,0.1752339037691177,,,,,
2021-09-01,0.8747770190238953,1.072348952293396,0.7849950194358826,1.033992052078247,1888126,TONCOIN,-0.15444775695643842,-0.16776532302719024,,,,,
2021-09-02,0.8870700001716614,0.9758530259132384,0.805374026298523,0.8745080232620239,295419,TONCOIN,0.014052702437797215,0.013954878609075821,,,0.7914504323686872,,
2021-09-03,0.990203022956848,1.0066319704055786,0.7723230123519897,0.8868470191955566,382776,TONCOIN,0.11626255285967169,0.10998609870831663,0.2208182347445602,,0.8348011459623065,,
2021-09-04,0.9411659836769104,1.0588719844818115,0.8975819945335388,0.9899190068244934,506056,TONCOIN,-0.04952220720707157,-0.05079048103734283,0.2191890821250728,,0.8777497155325753,,
2021-09-05,0.977999985218048,0.978551983833313,0.9162279963493348,0.9411770105361938,66182,TONCOIN,0.03913656271047539,0.03839014016000379,0.19949826385741196,,0.9391495670591082,,
2021-09-06,1.0466370582580566,1.0694750547409058,0.9222319722175598,0.9781000018119812,259649,TONCOIN,0.07018105733887703,0.06782784662524045,0.11166245863973294,,0.9646308592387608,,
2021-09-07,0.8345029950141907,1.0482909679412842,0.7766860127449036,1.0463429689407349,426217,TONCOIN,-0.2026815901177107,-0.22650116945769846,0.12503096199647878,,0.9360508663313729,,
2021-09-08,0.8809850215911865,0.9105049967765808,0.7710610032081604,0.8344050049781799,370122,TONCOIN,0.05570025135284906,0.05420429210465461,0.11193712093087566,,0.936937723840986,,
2021-09-09,0.8445879817008972,0.903780996799469,0.8381670117378235,0.8672189712524414,108568,TONCOIN,-0.041314028046187445,-0.04219171136901006,0.11286275550859974,,0.9308688640594482,,
2021-09-10,0.8861330151557922,1.0174260139465332,0.8051019906997681,0.8448429703712463,666116,TONCOIN,0.0491897047495613,0.048018156485848444,0.10425877821463085,,0.9160017200878688,,
2021-09-11,0.9271219968795776,0.9375600218772888,0.861877977848053,0.886264979839325,193117,TONCOIN,0.04625601464197682,0.045218091566770015,0.10520897783016284,,0.9139954362596784,,
2021-09-12,0.8736690282821655,0.9334689974784852,0.844327986240387,0.9275140166282654,189968,TONCOIN,-0.05765473020521483,-0.05938354311634508,0.10542020380412843,,0.8990910138402667,,
2021-09-13,0.8530709743499756,0.8842679858207703,0.7613379955291748,0.8731579780578613,284697,TONCOIN,-0.023576495521067553,-0.023858868160966093,0.09873624857879315,,0.8714387161391122,,
2021-09-14,0.8785169720649719,0.892769992351532,0.8155840039253235,0.8530150055885315,173173,TONCOIN,0.029828699463588793,0.029392477209903935,0.04769840462401419,,0.8777264271463666,,
2021-09-15,0.864870011806488,0.8872929811477661,0.8309260010719299,0.878853976726532,310993,TONCOIN,-0.015534088347099795,-0.015656006537561724,0.04337155297271737,,0.8754242828914097,,
2021-09-16,0.8031550049781799,0.869255006313324,0.7245519757270813,0.8649340271949768,239051,TONCOIN,-0.07135755198564642,-0.07403149260136123,0.04945419030630557,,0.8695052862167358,,
2021-09-17,0.767765998840332,0.8228189945220947,0.6529380083084106,0.8032450079917908,367606,TONCOIN,-0.04406248596908058,-0.045062729959261034,0.04439172117080358,,0.8525957124573844,,
2021-09-18,0.7119830250740051,0.785610020160675,0.6432080268859863,0.7683899998664856,196161,TONCOIN,-0.07265621797602917,-0.07543092777098559,0.03752088023393618,,0.8218615736280169,,
2021-09-19,0.6863129734992981,0.7128469944000244,0.6656550168991089,0.7123200297355652,61909,TONCOIN,-0.0360543028003214,-0.03672031666395282,0.036297742702899774,,0.7950964229447501,,
2021-09-20,0.5972610116004944,0.6871070265769958,0.3906170129776001,0.6861540079116821,516936,TONCOIN,-0.12975415785127187,-0.13897953006847388,0.05294492267067192,,0.7585521425519671,,
2021-09-21,0.6026390194892883,0.6286600232124329,0.5134249925613403,0.5967879891395569,278652,TONCOIN,0.009004451628915833,0.008964153283360648,0.04812329126844406,,0.7191410064697266,,
2021-09-22,0.6106770038604736,0.6431170105934143,0.5402179956436157,0.6045299768447876,222735,TONCOIN,0.013337975323929774,0.013249807651301097,0.0529450540983271,,0.682827719620296,,
2021-09-23,0.7513949871063232,0.7794960141181946,0.5888000130653381,0.6105729937553406,233496,TONCOIN,0.23042947803222114,0.20736327757085832,0.10878545190514856,,0.6754334313528878,,
2021-09-24,0.7158089876174927,0.7574710249900818,0.6654719710350037,0.7514119744300842,127761,TONCOIN,-0.047359910698732244,-0.04851810741389624,0.10898129180100585,,0.6680110011781965,,
2021-09-25,0.7123799920082092,0.7331979870796204,0.7013739943504333,0.7157580256462097,101804,TONCOIN,-0.004790377975968929,-0.004801888611453942,0.10511593144614378,,0.6680677107402256,0.8099665025870005,0.8248090613703705
2021-09-26,0.7348250150680542,0.7452070116996765,0.6835129857063293,0.7123759984970093,223566,TONCOIN,0.031507093561923494,0.031020930443888425,0.10427825655670218,0.1267949677623214,0.6749980023929051,0.8115690688292185,0.8317197245659782
2021-09-27,0.758001983165741,0.8032950162887573,0.7308300137519836,0.7343720197677612,238292,TONCOIN,0.031540798996262165,0.031053605821385236,0.08108077771909047,0.12615653446013558,0.6979609983307975,0.8154849350452423,0.8558846010957581
