Date,Close,High,Low,Open,Volume,sentiment_score_mean,sentiment_polarity_mean,sentiment_subjectivity_mean,news_count,return,log_return,vol_7d,vol_30d,ma_7,ma_30,ma_ratio
2021-10-12,0.9999619722366332,1.000691056251526,0.9998109936714172,1.0004440546035769,3375680364,1.0,0.16,0.5,1.0,,,,,,,
2021-10-13,1.000146985054016,1.000730037689209,0.9995250105857848,1.0000289678573608,3067360744,1.0,0.16,0.5,1.0,0.00018501985327379344,0.000185002739211669,,,,,
2021-10-14,0.9997419714927672,1.000175952911377,0.99966299533844,1.0001670122146606,3161139708,1.0,0.16,0.5,1.0,-0.00040495403905738137,-0.0004050360550868181,,,,,
2021-10-15,0.9992390275001526,1.0005910396575928,0.9992340207099916,0.9997389912605286,4289629016,0.0,0.0,0.0,1.0,-0.0005030737999962565,-0.0005032003840762475,,,,,
2021-10-16,0.9999679923057556,1.0002050399780271,0.9991829991340636,0.9992460012435912,2886818679,0.0,0.0,0.0,1.0,0.0007295199502233007,0.000729253979890329,,,,,
2021-10-17,1.0002989768981934,1.0006070137023926,0.9994840025901794,0.9999250173568726,2647518203,0.0,0.0,0.0,1.0,0.0003309951868304406,0.0003309404200082912,,,,,
2021-10-18,1.0000580549240112,1.0007940530776978,0.999538004398346,1.0003390312194824,3349379834,1.0,0.14,0.45,1.0,-0.0002408499656064711,-0.00024087897461741044,,,0.9999164257730756,,
2021-10-19,0.9999390244483948,1.000599980354309,0.9995539784431458,1.0000779628753662,3317029545,1.0,0.1,0.4,1.0,-0.00011902356571236172,-0.00011903064957906278,0.0004406320298811495,,0.999913147517613,,
2021-10-20,0.99958997964859,1.0005170106887815,0.9994620084762572,0.9999930262565612,3641553954,1.0,0.1,0.4,1.0,-0.00034906608430185226,-0.0003491270220487369,0.00044876582718178244,,0.9998335753168377,,
2021-10-21,1.0001180171966553,1.0005970001220703,0.9993919730186462,0.9996410012245178,4933838154,1.0,0.1,0.4,1.0,0.000528254143014717,0.0005281146659123206,0.000473871466100299,,0.999887296131679,,
2021-10-22,1.0003340244293213,1.000560998916626,0.9994980096817015,1.0000790357589722,3886103505,1.0,0.1,0.4,1.0,0.00021598174310621943,0.00021595842240737818,0.00040611886784763405,,1.0000437242644173,,
2021-10-23,1.0011990070343018,1.001314997673035,0.9999709725379944,1.0002989768981934,2934215247,1.0,0.1,0.4,1.0,0.0008646937761354057,0.0008643201438416616,0.00043968960761818027,,1.0002195835113525,,
2021-10-24,1.0003080368041992,1.0011810064315796,0.9992510080337524,1.0011810064315796,2877560293,1.0,0.1,0.4,1.0,-0.0008899032298700371,-0.0008902994288192261,0.0005858461770767386,,1.000220877783639,,
2021-10-25,0.9996500015258788,1.0009570121765137,0.9993460178375244,1.000257968902588,2881886893,1.0,0.1,0.4,1.0,-0.0006578326416557534,-0.0006580491084858044,0.0006338399355901905,,1.0001625844410487,,
2021-10-26,1.0001349449157717,1.0007879734039309,0.999512016773224,0.9996179938316344,3626626200,1.0,0.1,0.4,1.0,0.00048511317876531734,0.0004849955494080416,0.0006645651927759509,,1.0001905730792455,,
2021-10-27,1.0002729892730713,1.000767946243286,0.9993829727172852,1.0001089572906494,5829428897,0.0,0.0,0.0,1.0,0.00013802573142895902,0.00013801620675411416,0.0006436705948225735,,1.0002881458827428,,
2021-10-28,0.9999210238456726,1.0005320310592651,0.9995890259742736,1.0002180337905884,5988045784,0.0,0.0,0.0,1.0,-0.00035186937083486747,-0.0003519312913876566,0.0006313913592611307,,1.0002600039754594,,
2021-10-29,0.9998289942741394,1.0006500482559204,0.9993680119514464,0.9999020099639891,4731131108,1.0,0.2,0.33,1.0,-9.203684024894354e-05,-9.20410758988176e-05,0.0006222106833132134,,1.0001878568104334,,
2021-10-30,1.0001310110092163,1.000622034072876,0.999556005001068,0.999871015548706,3902638718,1.0,0.2,0.33,1.0,0.00030206839050128664,0.00030202277703037726,0.000506745697229958,,1.000035285949707,,
2021-10-31,0.9997239708900452,1.0010839700698853,0.9989089965820312,1.0001859664916992,3903073032,1.0,0.2,0.33,1.0,-0.0004069867994198617,-0.00040706964102503506,0.00041388740455604854,,0.9999518479619708,,
2021-11-01,0.9998610019683838,1.0006589889526367,0.9990789890289308,0.9996320009231568,4358098743,0.0,0.0,1.0,1.0,0.00013706891334885896,0.00013705952026367915,0.00033064125361290396,,0.9999819908823285,,
2021-11-02,0.9998959898948668,1.0007989406585691,0.9992820024490356,0.9997689723968506,4521578460,0.0,-0.02500000000000001,0.815,2.0,3.4992790411969565e-05,3.499217817856162e-05,0.00026462302195533633,,0.9999478544507708,,
2021-11-03,1.0002249479293823,1.000722050666809,0.9994789958000184,0.9998980164527892,4700643650,0.0,0.0,0.35000000000000003,3.0,0.00032899225303428814,0.000328938146949673,0.0002935788273360542,,0.9999409914016724,,
2021-11-04,1.0002059936523438,1.0005370378494265,0.999900996685028,1.0002100467681885,4626163402,0.0,0.0,0.0,3.0,-1.895001427210108e-05,-1.8950193825889905e-05,0.00025244291414864385,,0.999981701374054,,
