Date,Close,High,Low,Open,Volume,sentiment_score_mean,sentiment_polarity_mean,sentiment_subjectivity_mean,news_count,return,log_return,vol_7d,vol_30d,ma_7,ma_30,ma_ratio
2021-10-12,5.910947799682617,6.172760963439941,5.628424167633057,6.172760963439941,264645304,1.0,0.16,0.5,1.0,,,,,,,
2021-10-13,6.1020097732543945,6.281685829162598,5.616703987121582,5.915499210357666,301329848,1.0,0.16,0.5,1.0,0.03232340735305361,0.03181199718443525,,,,,
2021-10-14,6.063549995422363,6.255112171173096,5.9802021980285645,6.088061809539795,180349625,1.0,0.16,0.5,1.0,-0.0063028050201761054,-0.006322751552643792,,,,,
2021-10-15,6.264797210693359,6.426647186279297,5.913468837738037,6.070443153381348,317228490,0.0,0.0,0.0,1.0,0.03318966866322959,0.03265078283147237,,,,,
2021-10-16,6.139828205108643,6.37763786315918,6.111477851867676,6.2668280601501465,175089219,0.0,0.0,0.0,1.0,-0.019947813373975998,-0.020149457076130552,,,,,
2021-10-17,5.967072010040283,6.151247978210449,5.721011161804199,6.139684200286865,169131729,0.0,0.0,0.0,1.0,-0.028136975383874385,-0.028540405628845453,,,,,
2021-10-18,5.847577095031738,6.042241096496582,5.763771057128906,5.967066764831543,153755737,1.0,0.14,0.45,1.0,-0.020025720287518034,-0.02022895285327544,,,6.0422545841762,,
2021-10-19,5.935928821563721,6.081202983856201,5.812769889831543,5.849350929260254,134454607,1.0,0.1,0.4,1.0,0.015109117006263828,0.014996111155231294,0.025723408266472923,,6.045823301587786,,
2021-10-20,6.222848892211914,6.2355828285217285,5.844934940338135,5.933010101318359,171241782,1.0,0.1,0.4,1.0,0.048336171014363494,0.047204308330579925,0.02925181709027267,,6.063086032867432,,
2021-10-21,5.983476161956787,6.314778804779053,5.928252220153809,6.228271007537842,252389852,1.0,0.1,0.4,1.0,-0.03846674319132337,-0.0392261260869075,0.033322695855475114,,6.051646913800921,,
2021-10-22,6.65526819229126,6.778669834136963,5.978166103363037,5.985426902770996,498794903,1.0,0.1,0.4,1.0,0.1122745394400928,0.10640705334226218,0.05231602776801838,,6.10742848260062,,
2021-10-23,6.537872791290283,6.695215225219727,6.355555057525635,6.655385971069336,190844199,1.0,0.1,0.4,1.0,-0.01763946960649232,-0.017796899113071286,0.052107418632658956,,6.164291994912284,,
2021-10-24,6.451341152191162,6.841836929321289,6.314391136169434,6.540596008300781,257483400,1.0,0.1,0.4,1.0,-0.013235442453759294,-0.013323811524199206,0.05057650156646018,,6.233473300933838,,
2021-10-25,6.79264497756958,6.887180805206299,6.4045820236206055,6.444981098175049,238728246,1.0,0.1,0.4,1.0,0.052904321338284266,0.05155236609694702,0.050431312275439365,,6.3684829984392435,,
2021-10-26,7.016445159912109,7.363717079162598,6.75983190536499,6.796003818511963,376861269,1.0,0.1,0.4,1.0,0.03294742814935181,0.03241629644103737,0.050492303028768705,,6.522842475346157,,
2021-10-27,6.153051853179932,7.389938831329346,5.728565216064453,7.018365859985352,578264670,0.0,0.0,0.0,1.0,-0.12305281193746165,-0.13130850728003696,0.07559498950966531,,6.512871469770159,,
2021-10-28,6.429253101348877,6.519320964813232,6.081396102905273,6.150947093963623,295165933,0.0,0.0,0.0,1.0,0.044888496758921814,0.04391017805764305,0.0752302899267362,,6.576553889683315,,
2021-10-29,6.973759174346924,7.199794769287109,6.354909896850586,6.45915412902832,406657179,1.0,0.2,0.33,1.0,0.08469196412314339,0.08129604265007408,0.07032024998806786,,6.622052601405552,,
2021-10-30,8.163121223449707,8.563735961914062,6.786383152008057,6.97587776184082,977043862,1.0,0.2,0.33,1.0,0.1705481963698816,0.15747218298312557,0.08890167095932763,,6.854230948856899,,
2021-10-31,7.187646865844727,8.537479400634766,7.013580799102783,8.208420753479004,674404782,1.0,0.2,0.33,1.0,-0.11949771795655739,-0.12726275929064015,0.10709202422577921,,6.959417479378836,,
2021-11-01,7.331013202667236,7.733713150024414,6.9474711418151855,7.1913580894470215,413709863,0.0,0.0,1.0,1.0,0.019946213204182106,0.019749893753028224,0.10597339180866126,,7.036327225821359,,
2021-11-02,7.614067077636719,7.925148010253906,7.279048919677734,7.329251766204834,357389952,0.0,-0.02500000000000001,0.815,2.0,0.038610471314728834,0.037883734521228576,0.10617838825888781,,7.121701785496303,,
2021-11-03,7.416211128234863,7.64809513092041,7.108580112457275,7.617929935455322,335245345,0.0,0.0,0.35000000000000003,3.0,-0.02598558003028084,-0.0263291705521511,0.08857038763341268,,7.30215311050415,,
2021-11-04,7.727904796600342,7.7952561378479,7.314527988433838,7.411255836486816,402463134,0.0,0.0,0.0,3.0,0.04202869402932774,0.04116948040819505,0.08848751615999556,,7.48767478125436,,
2021-11-05,7.584414958953857,8.143049240112305,7.539666175842285,7.724270820617676,382919448,0.5,0.119,0.373,10.0,-0.018567754316746843,-0.01874229904600037,0.0861697675811854,,7.574911321912493,,
2021-11-06,7.4721760749816895,7.6742119789123535,7.162082195281982,7.57572078704834,238170064,0.0,0.0,0.0,1.0,-0.01479862119617592,-0.014909213220062719,0.057540378061001776,,7.476204872131348,,
2021-11-07,7.447317123413086,7.519885063171387,7.356447219848633,7.481307983398437,156087699,0.0,0.0,0.0,1.0,-0.0033268690832696235,-0.0033324154169186537,0.027743215334329736,,7.513300623212542,,
2021-11-08,7.86096715927124,7.897521018981934,7.364326000213623,7.456333160400391,269746835,0.0,0.03,0.14625,8.0,0.055543496940355874,0.05405579725378014,0.03325180965707659,,7.589008331298828,,
2021-11-09,7.922996997833252,8.4878568649292,7.729258060455322,7.873561859130859,541309490,0.2,0.05,0.209,10.0,0.007890866009897302,0.007859895940466316,0.030904821435768472,,7.63314117704119,,
2021-11-10,7.343790054321289,8.205720901489258,6.4903340339660645,7.913575172424316,543529912,0.3333333333333333,0.05833333333333334,0.22999999999999998,12.0,-0.07310452643997745,-0.07591447753009409,0.042842050075531345,,7.622795309339251,6.817309967676798,1.1181529584955847
2021-11-11,7.386661052703857,7.4559221267700195,7.131793975830078,7.344540119171143,307251655,0.0,0.049,0.328,10.0,0.005837721131112916,0.005820747662658435,0.03888870385942032,0.059294774979992686,7.574046203068325,6.866500409444173,1.1030431444598758
2021-11-12,7.180911064147949,7.44320821762085,6.864616870880127,7.372590065002441,288315904,0.7,0.144,0.376,10.0,-0.0278542614975672,-0.02824954903018822,0.039549889183647706,0.05945685782904852,7.516402789524624,6.902463785807291,1.0889449076110622
2021-11-13,7.196087837219238,7.308709144592285,7.05443811416626,7.17987585067749,165034853,0.0,0.0,0.0,1.0,0.0021134885163891504,0.002111258241422214,0.039563884869407116,0.05941931295918409,7.476961612701416,6.940215047200521,1.0773386072118043
2021-11-14,7.041046142578125,7.248960018157959,6.874277114868164,7.1927008628845215,150787823,1.0,0.29,0.79,1.0,-0.02154527545358942,-0.02178076348077908,0.040016741227442684,0.059399278467092434,7.4189229011535645,6.9660900115966795,1.0650053170147153
2021-11-15,6.789502143859863,7.148128032684326,6.789502143859863,7.050083160400391,155983217,0.4,0.062,0.28500000000000003,10.0,-0.03572537285292621,-0.03637914201037971,0.02997673674537477,0.059698958000553026,7.265856470380511,6.9877458095550535,1.0397997678228605
2021-11-16,6.266261100769043,6.8074259757995605,6.0050458908081055,6.8074259757995605,362666093,0.2857142857142857,0.041428571428571426,0.19428571428571426,7.0,-0.07706618718193015,-0.08019775580663467,0.034076255813326115,0.061372115590249986,7.029179913657052,6.9977187792460125,1.0044959129401352
