Date,Close,High,Low,Open,Volume,sentiment_score_mean,sentiment_polarity_mean,sentiment_subjectivity_mean,news_count,return,log_return,vol_7d,vol_30d,ma_7,ma_30,ma_ratio
2021-10-12,3492.5732421875,3546.477783203125,3407.338134765625,3546.477783203125,18109578443,1.0,0.16,0.5,1.0,,,,,,,
2021-10-13,3606.20166015625,3607.74169921875,3417.60205078125,3492.753662109375,16211275589,1.0,0.16,0.5,1.0,0.03253429780547168,0.032016263514870025,,,,,
2021-10-14,3786.01416015625,3819.258544921875,3590.275146484375,3604.958984375,19443499909,1.0,0.16,0.5,1.0,0.049862020193349066,0.048658746194800685,,,,,
2021-10-15,3862.634765625,3895.46630859375,3735.363525390625,3790.154296875,20966841512,0.0,0.0,0.0,1.0,0.020237802139014605,0.020035739475399373,,,,,
2021-10-16,3830.382080078125,3962.453125,3805.885986328125,3865.66650390625,16578095629,0.0,0.0,0.0,1.0,-0.008349918515181298,-0.008384974363497505,,,,,
2021-10-17,3847.1044921875,3914.89794921875,3660.723388671875,3829.85888671875,15908090346,0.0,0.0,0.0,1.0,0.004365729517258554,0.004356227365992981,,,,,
2021-10-18,3748.76025390625,3888.209228515625,3686.75048828125,3847.72998046875,17386204158,1.0,0.14,0.45,1.0,-0.02556318355297138,-0.025895599030286126,,,3739.0958077566966,,
2021-10-19,3877.65087890625,3883.9287109375,3736.7802734375,3747.162841796875,15998757133,1.0,0.1,0.4,1.0,0.03438220005285597,0.03380434033523954,0.026248807342947617,,3794.1068987165177,,
2021-10-20,4155.9921875,4167.47216796875,3833.2880859375,3877.73095703125,20338319988,1.0,0.1,0.4,1.0,0.0717809099596558,0.06932166672355176,0.03316835441808449,,3872.6484026227677,,
2021-10-21,4054.32275390625,4366.08837890625,4032.48388671875,4161.71337890625,28220661820,1.0,0.1,0.4,1.0,-0.02446333607159845,-0.02476753487036384,0.034286108260843,,3910.978201729911,,
2021-10-22,3970.181884765625,4162.9755859375,3908.34033203125,4055.6865234375,19432937968,1.0,0.1,0.4,1.0,-0.02075337220243678,-0.020971750100473262,0.035715538751601335,,3926.3420758928573,,
2021-10-23,4171.66357421875,4171.66357421875,3944.6318359375,3971.3564453125,14781537792,1.0,0.1,0.4,1.0,0.050748730234816186,0.049502986465353095,0.03894634739231112,,3975.0965750558034,,
2021-10-24,4087.903076171875,4185.7294921875,3967.120361328125,4171.85595703125,14978083638,1.0,0.1,0.4,1.0,-0.02007844030485162,-0.020282751648381038,0.04084000695908296,,4009.4963727678573,,
2021-10-25,4217.876953125,4236.6669921875,4072.03466796875,4084.42578125,15995727040,1.0,0.1,0.4,1.0,0.031794755044642464,0.031299766509272686,0.03842109600424997,,4076.5130440848216,,
2021-10-26,4131.10205078125,4289.13134765625,4106.82373046875,4217.337890625,17157714562,1.0,0.1,0.4,1.0,-0.02057312323429894,-0.020787698018054492,0.039916161182408906,,4112.720354352678,,
2021-10-27,3930.25732421875,4299.15283203125,3930.25732421875,4132.17333984375,26219530404,0.0,0.0,0.0,1.0,-0.04861771122902114,-0.04983931112215124,0.035036641332370756,,4080.4725167410716,,
