Logistic Regression,Random Forest,Gradient Boosting (GBM),SVM,KNN,Setting,Dataset
0.6180889423076923,0.5763221153846154,0.4846754807692308,0.390625,0.5969050480769231,W/o Open,decentraland.csv
0.5155354449472097,0.5677224736048265,0.5051282051282051,0.436500754147813,0.6244343891402715,W/o Open,dogecoin.csv
0.5677224736048265,0.5212669683257919,0.5158371040723982,0.40241327300150836,0.5514328808446456,W/o Open,eos.csv
0.4478787878787878,0.5598484848484848,0.49454545454545457,0.49484848484848487,0.5257575757575758,W/o Open,ethereum.csv
0.48181818181818176,0.5490909090909092,0.5586363636363637,0.476969696969697,0.48075757575757583,W/o Open,fantom.csv
0.534876637222053,0.5121839780688395,0.45324398416082856,0.5220834602497716,0.49268961315869636,W/o Open,filecoin.csv
0.49484848484848476,0.5427272727272727,0.4824242424242424,0.483030303030303,0.5142424242424243,W/o Open,flow.csv
0.5454002389486261,0.5531660692951016,0.5612305854241337,0.46535244922341695,0.5267323775388291,W/o Open,hedera.csv
0.4724242424242424,0.535,0.4672727272727273,0.4254545454545454,0.4951515151515152,W/o Open,immutable.csv
0.5333536399634482,0.5286323484617728,0.5059396893085593,0.4626865671641791,0.4977155041120926,W/o Open,injective.csv
0.4834575260804769,0.4377049180327869,0.46318926974664687,0.48345752608047693,0.4847988077496274,W/o Open,internet_computer.csv
0.5991041433370661,0.534434490481523,0.5106382978723405,0.4473684210526316,0.5120380739081747,W/o Open,kaspa.csv
0.4877538829151732,0.4917861409796894,0.4926821983273596,0.513142174432497,0.4463859020310633,W/o Open,lido.csv
0.5388046387154326,0.444097531965507,0.5081772227178115,0.45584299732381806,0.5316681534344336,W/o Open,litecoin.csv
0.567235699311171,0.5056903264450434,0.5363881401617252,0.4381551362683438,0.5691823899371069,W/o Open,maker.csv
0.5257477644156645,0.5175763182238667,0.5100215849522047,0.5235892691951897,0.4833487511563367,W/o Open,near.csv
0.46875,0.5267518939393939,0.5303030303030303,0.5724431818181818,0.5130208333333334,W/o Open,optimism.csv
0.9393939393939394,0.9696969696969697,0.3787878787878788,0.45454545454545453,0.7045454545454545,W/o Open,pepe.csv
0.4980533093740641,0.5485175202156334,0.5025456723569931,0.45762204252770294,0.4588200059898173,W/o Open,polkadot.csv
0.5330528846153846,0.5549879807692308,0.5270432692307693,0.5360576923076923,0.53125,W/o Open,polygon.csv
0.38702865761689287,0.4505279034690799,0.47647058823529415,0.48386123680241333,0.4487179487179487,W/o Open,render.csv
0.562743336328242,0.5625935908954777,0.5849056603773585,0.44863731656184486,0.5720275531596286,W/o Open,sandbox.csv
0.7122641509433962,0.5617924528301887,0.4990566037735849,0.46226415094339623,0.5367924528301887,W/o Open,shiba_inu.csv
0.5271804062126643,0.5388291517323776,0.46415770609318996,0.4752090800477898,0.5413679808841099,W/o Open,solana.csv
0.5026785714285714,0.43184523809523806,0.5467261904761905,0.5136904761904763,0.4714285714285714,W/o Open,stacks.csv
0.5515908415105562,0.5786500148676776,0.524680344930122,0.5069878085043116,0.5206660719595599,W/o Open,stellar.csv
0.7287581699346405,0.6290849673202614,0.607843137254902,0.36274509803921573,0.607843137254902,W/o Open,sui.csv
0.5821428571428571,0.6540178571428571,0.6011904761904762,0.6601190476190477,0.4653273809523809,W/o Open,tether.csv
0.5009090909090909,0.5974242424242424,0.563030303030303,0.44500000000000006,0.5345454545454545,W/o Open,tezos.csv
0.49611708482676226,0.4919354838709677,0.4778972520908005,0.47491039426523296,0.46624850657108724,W/o Open,theta.csv
0.7833333333333332,0.65,0.7416666666666666,0.19999999999999998,0.6708333333333334,W/o Open,the_graph.csv
0.5188819506393101,0.4970264644662504,0.5423728813559322,0.5,0.484834968777877,W/o Open,toncoin.csv
0.6014093137254902,0.5102634803921569,0.5563725490196079,0.44577205882352944,0.5637254901960784,W/o Open,tron.csv
