ARIMA,SlidingWindow,Linear Regression,Ridge,Lasso,Random Forest,Gradient Boosting (GBM),GRU,RNN
20.132080500014126,0.0007176999934017658,0.0013409999664872885,0.001067599980160594,0.002092599985189736,1.482748300069943,0.8780644000507891,41.40044220001437,43.42963419994339
